Date,AL,AR,AU,AT,AZ,BD,BY,BE,BA,BR,BG,KH,CA,CL,CN,CO,CR,HR,CY,CZ,DK,DO,EE,EU,FI,FR,DE,GR,HN,HK,HU,IN,ID,IR,IE,IL,IT,JP,LV,LT,LU,MO,MY,MX,MN,MA,NL,NZ,NG,NO,OM,PK,PA,PE,PH,PL,PT,RO,RU,SA,RS,SG,SK,SI,ZA,KR,ES,SE,CH,TW,TH,TR,UA,AE,UK,US,UZ,VE,VN
2013-04-01,37722.0,87052.0,85323.0,16651.0,576.1,,,24203.0,1549.9,55113.0,3516.0,,416227.0,5498.0,,26650.0,,2538.0,779.4,211286.0,124688.0,124.6,968.0,620877.0,12820.0,127829.0,141748.0,8780.0,6416.0,62943.0,1613555.0,272181.0,175300.0,485260.0,7682.0,28237.0,80200.0,25774.0,1051.5,1596.6,2094.3,,,1955944.0,459860.0,,42865.0,9942.0,,210005.0,,,,12212.0,456070.0,75487.0,7996.0,24617.0,5387.0,129797.0,180612.0,9643.0,3376.0,1792.2,831875.0,57766.0,51951.0,264350.0,18658.0,562062.0,355283.0,114.98,111374.0,,96483.0,3288858,,17832.0,
2013-07-01,37525.0,87994.0,85853.0,16746.0,890.9,,,24279.0,1538.1,55496.0,3583.0,,418312.0,5561.0,,27437.0,,2539.0,786.2,214118.0,125402.0,124.7,969.2,622763.0,12740.0,128191.0,142850.0,9230.0,6321.0,65467.0,1610010.0,279485.0,178021.0,485260.0,7889.0,28682.0,79757.0,25396.0,1060.9,1604.6,2098.4,,,1999580.0,455352.0,,42922.0,10090.0,,211402.0,,,,12760.0,360322.0,75864.0,7938.0,23446.0,5462.0,113197.0,183784.0,9761.0,3419.0,1786.4,833531.0,57842.0,51887.0,264526.0,18835.0,583780.0,400228.0,119.25,96603.0,,96425.0,3272825,,14140.0,
2013-10-01,37526.0,95656.0,86834.0,16667.0,934.0,,,24157.0,1548.6,57330.0,3655.0,,420884.0,5647.0,,28320.0,,2541.0,761.9,213400.0,126682.0,126.1,968.8,623829.0,12809.0,128628.0,142895.0,9120.0,6365.0,65710.0,1604864.0,195395.0,251839.0,485260.0,7958.0,28298.0,79883.0,25833.0,1068.0,1597.8,2108.1,,,2022431.0,654490.0,,42820.0,10206.0,,213054.0,,,,14421.0,295382.0,76303.0,8042.0,24043.0,5569.0,180924.0,181606.0,9880.0,3448.0,1782.6,836872.0,58694.0,52014.0,265740.0,18944.0,628092.0,341469.0,134.47,120471.0,,98238.0,3247579,,13845.0,
2014-01-01,38675.0,85482.0,85791.0,16714.0,567.0,397163.0,2757.0,24345.0,1560.4,53515.0,3694.0,2711.0,422097.0,5716.0,93.34,28312.0,,2560.0,732.1,213450.0,126487.0,126.4,964.4,625335.0,12696.0,129006.0,143569.0,9021.0,6267.0,70554.0,1671328.0,232765.0,130084.0,485260.0,7907.0,28579.0,79656.0,26086.0,1081.1,1603.4,2110.2,,,2010119.0,449508.0,47582.0,43167.0,10274.0,,214063.0,6474.0,1129117.0,3497.0,12609.0,391488.0,77009.0,7990.0,24648.0,5316.0,178198.0,183627.0,9145.0,3483.0,1778.3,841838.0,59273.0,51795.0,266032.0,19011.0,558704.0,330742.0,112.86,98856.0,147949.0,98813.0,3233646,22137.0,12631.0,353258.0
2014-04-01,39228.0,88842.0,85775.0,16821.0,654.9,,2760.0,24403.0,1566.2,55795.0,3637.0,,420519.0,5711.0,,28078.0,,2589.0,731.9,214575.0,126502.0,128.7,977.7,627493.0,12709.0,129360.0,144254.0,9161.0,6250.0,64574.0,1692357.0,278564.0,172068.0,438800.0,8102.0,28385.0,79421.0,25818.0,1090.3,1602.4,2116.6,,,2013624.0,590347.0,47754.0,43252.0,10299.0,,216047.0,,,,12625.0,464651.0,78365.0,7960.0,25661.0,5255.0,149461.0,184549.0,10724.0,3513.0,1782.5,846810.0,59826.0,51529.0,268111.0,19102.0,577085.0,360924.0,113.81,117165.0,,99424.0,3238033,,16785.0,
2014-07-01,39564.0,90662.0,86688.0,16953.0,938.1,,2775.0,24614.0,1567.7,56071.0,3553.0,,420711.0,5732.0,,28199.0,,2612.0,717.7,213677.0,127812.0,129.9,985.1,629608.0,12789.0,129894.0,145387.0,8628.0,6206.0,67816.0,1689157.0,307609.0,180100.0,438800.0,8064.0,30876.0,79489.0,25606.0,1096.2,1604.5,2118.9,,,2064595.0,474168.0,47894.0,43257.0,10434.0,,217644.0,,,,13707.0,357840.0,79067.0,7931.0,26108.0,5326.0,129938.0,183546.0,9843.0,3537.0,1779.8,848657.0,60394.0,51503.0,269387.0,19161.0,606463.0,404292.0,120.44,96657.0,,99523.0,3259900,,13091.0,
2014-10-01,40914.0,97036.0,87202.0,16949.0,1057.3,,2791.0,24769.0,1588.6,56796.0,3416.0,,419438.0,5916.0,,29086.0,,2579.0,702.3,217990.0,129260.0,134.3,993.9,630829.0,12703.0,130233.0,145908.0,8759.0,6176.0,68038.0,1708405.0,251973.0,254031.0,438800.0,8017.0,30095.0,79543.0,26046.0,1103.8,1608.5,2132.6,,,2059113.0,709844.0,48099.0,42864.0,10485.0,,219376.0,,,,15401.0,329361.0,79226.0,7933.0,26248.0,5421.0,170079.0,182824.0,10085.0,3582.0,1804.7,852437.0,61408.0,51515.0,270512.0,19273.0,654950.0,361218.0,142.2,125834.0,,99309.0,3257472,,13109.0,
2015-01-01,39342.0,88813.0,88577.0,16905.0,666.4,431921.0,2750.0,24549.0,1578.8,53311.0,3618.0,2830.0,425153.0,5906.0,93.97,29879.0,,2558.0,729.7,215990.0,130293.0,137.2,1005.3,632604.0,12802.0,130445.0,146787.0,9106.0,6310.0,73379.0,1706130.0,216005.0,133877.0,438800.0,8228.0,30327.0,79011.0,26518.0,1106.7,1607.1,2146.8,,32731.0,2085719.0,445346.0,48366.0,43095.0,10522.0,,220805.0,6217.0,1220931.0,3763.0,13296.0,392958.0,79543.0,7964.0,24149.0,5120.0,152710.0,178093.0,10155.0,3638.0,1810.9,837770.0,61708.0,52062.0,271748.0,19251.0,542866.0,337651.0,106.95,99737.0,149970.0,99538.0,3277170,26412.0,12308.0,380936.0
2015-04-01,39627.0,97228.0,89373.0,16943.0,692.2,,2760.0,24692.0,1586.6,54886.0,3653.0,,425599.0,5902.0,,30217.0,,2576.0,743.7,217474.0,129959.0,138.3,1002.6,634976.0,12906.0,130672.0,147875.0,8990.0,6365.0,66924.0,1687253.0,291843.0,176584.0,356856.0,8194.0,29828.0,78926.0,26319.0,1110.2,1615.0,2150.9,,34967.0,2070619.0,587058.0,48618.0,43051.0,10685.0,,222750.0,,,,13793.0,476327.0,80054.0,8048.0,25571.0,5068.0,166121.0,175888.0,10800.0,3698.0,1823.0,837585.0,62557.0,52522.0,271443.0,19293.0,581657.0,364687.0,121.58,110590.0,,100405.0,3309301,,18648.0,
2015-07-01,39898.0,98087.0,90472.0,16985.0,1143.8,,2768.0,24545.0,1600.4,55073.0,3613.0,,428068.0,6070.0,,31279.0,,2578.0,730.2,219963.0,129849.0,138.6,1014.8,637633.0,12866.0,130948.0,149454.0,9156.0,6433.0,69703.0,1741589.0,335329.0,192869.0,356856.0,8209.0,30023.0,78928.0,26060.0,1113.2,1608.3,2168.3,,35910.0,2070031.0,461333.0,48848.0,43032.0,10614.0,,222964.0,,,,14709.0,414450.0,80675.0,8021.0,24885.0,5134.0,135300.0,177233.0,11096.0,3744.0,1838.3,838002.0,62416.0,52771.0,274586.0,19262.0,608464.0,409984.0,125.08,95870.0,,101277.0,3326769,,13668.0,
2015-10-01,40151.0,103040.0,91280.0,17176.0,1216.0,,2741.0,24617.0,1590.6,55715.0,3563.0,,426881.0,6319.0,,27813.0,,2581.0,721.2,221475.0,128542.0,141.0,1020.2,642398.0,12971.0,131455.0,151808.0,9070.0,6314.0,70254.0,1758031.0,272799.0,272068.0,356856.0,8343.0,30634.0,79479.0,26654.0,1113.5,1598.0,2166.4,,50413.0,2077119.0,625474.0,49180.0,43151.0,10586.0,,221405.0,,,,16914.0,381728.0,81903.0,8047.0,24269.0,5227.0,162607.0,176255.0,11170.0,3783.0,1841.7,843805.0,63407.0,53062.0,277082.0,19266.0,661180.0,381513.0,154.35,139852.0,,100928.0,3341055,,12943.0,
2016-01-01,40850.0,90566.0,92641.0,17264.0,663.1,1217531.0,2766.0,24688.0,1590.3,53237.0,3568.0,2990.0,430380.0,6311.0,105.22,29815.0,,2605.0,734.0,221098.0,128731.0,141.8,1027.7,645743.0,13008.0,131992.0,153446.0,9038.0,6569.0,75712.0,1755166.0,232831.0,138468.0,356856.0,8512.0,30575.0,79507.0,27229.0,1119.3,1603.1,2156.4,,33638.0,2093772.0,521528.0,49435.0,43416.0,10690.0,,224485.0,5613.0,1321395.0,4142.0,15045.0,443226.0,82128.0,8088.0,24594.0,5192.0,120669.0,176365.0,10829.0,3779.0,1862.2,847723.0,64762.0,53154.0,280022.0,19279.0,578160.0,366010.0,119.6,101021.0,152389.0,101150.0,3371646,30947.0,11446.0,395546.0
2016-04-01,41280.0,94086.0,94337.0,17202.0,750.7,,2771.0,24565.0,1581.9,55179.0,3694.0,,434964.0,6524.0,,30564.0,,2603.0,720.5,223920.0,130285.0,142.8,1037.7,647824.0,12895.0,132252.0,154832.0,9041.0,6616.0,69436.0,1752124.0,298933.0,187556.0,396286.0,8516.0,31541.0,79620.0,26742.0,1124.6,1601.1,2178.0,,36916.0,2118500.0,603844.0,49732.0,43505.0,10695.0,,226102.0,,,,15169.0,545076.0,82367.0,8119.0,23586.0,5138.0,121630.0,176083.0,11420.0,3784.0,1873.4,858716.0,65230.0,53113.0,283175.0,19336.0,594539.0,370766.0,140.4,107992.0,,101277.0,3369042,,16607.0,
2016-07-01,42039.0,96874.0,95875.0,17405.0,1096.1,,2770.0,24794.0,1591.8,55051.0,3715.0,,434878.0,6652.0,,30511.0,,2598.0,745.7,225235.0,130970.0,141.3,1040.6,650235.0,12783.0,132922.0,155502.0,9128.0,6724.0,72174.0,1725893.0,343179.0,187162.0,396286.0,8606.0,31670.0,79632.0,26455.0,1133.6,1611.0,2185.3,,36718.0,2151328.0,591371.0,50245.0,43706.0,10803.0,,228702.0,,,,15094.0,430953.0,82690.0,8059.0,25301.0,5209.0,98830.0,176611.0,11098.0,3792.0,1880.8,861934.0,65500.0,53080.0,282306.0,19326.0,629654.0,398323.0,131.14,97098.0,,101465.0,3383696,,12737.0,
2016-10-01,42479.0,103612.0,95617.0,17406.0,1194.4,,2750.0,24815.0,1585.3,55980.0,3758.0,,435798.0,6559.0,,30472.0,,2597.0,731.5,226838.0,129449.0,140.1,1036.7,652647.0,13300.0,133486.0,156202.0,9035.0,6631.0,72581.0,1710801.0,289775.0,261119.0,396286.0,8793.0,31736.0,79690.0,26827.0,1146.3,1613.2,2209.7,,48367.0,2156069.0,626082.0,50501.0,44023.0,10885.0,,229322.0,,,,16441.0,402112.0,82875.0,8073.0,25275.0,5307.0,167411.0,178724.0,11491.0,3794.0,1868.2,856517.0,65670.0,53216.0,283157.0,19361.0,679889.0,391156.0,163.69,137616.0,,101092.0,3389649,,11445.0,
2017-01-01,42426.0,92114.0,97110.0,17454.0,566.6,1305224.0,2747.0,24668.0,1591.3,52396.0,3819.0,3186.0,440122.0,6645.0,98.98,30729.0,,2634.0,737.2,227440.0,130412.0,143.6,1045.8,652353.0,12792.0,133645.0,156206.0,8904.0,6690.0,77452.0,1727590.0,269710.0,142183.0,396286.0,8830.0,31869.0,79419.0,27163.0,1156.5,1607.0,2240.0,,36245.0,2132335.0,505574.0,50770.0,43690.0,10988.0,,229532.0,5661.0,1390837.0,4406.0,14399.0,433777.0,83531.0,8083.0,25455.0,5320.0,113732.0,180650.0,11244.0,3823.0,1872.2,855988.0,66514.0,53456.0,282785.0,19392.0,554373.0,362603.0,131.29,111308.0,183487.0,101335.0,3380244,36653.0,12239.0,417736.0
2017-04-01,43382.0,98370.0,98206.0,17480.0,678.8,,2760.0,24732.0,1613.6,54668.0,3821.0,,440746.0,6803.0,,31494.0,,2644.0,749.2,228434.0,131081.0,141.9,1054.1,655316.0,12977.0,134340.0,157204.0,9039.0,6681.0,71301.0,1773412.0,363307.0,183935.0,436516.0,8869.0,32160.0,79417.0,26789.0,1168.3,1606.6,2269.2,,38211.0,2126828.0,611281.0,50977.0,43912.0,11036.0,,231414.0,,,,15307.0,583654.0,84161.0,8091.0,25615.0,5271.0,113718.0,181130.0,11617.0,3833.0,1871.4,853179.0,67523.0,53488.0,282981.0,19464.0,604306.0,373533.0,140.11,105372.0,,101859.0,3389811,,15526.0,
2017-07-01,43496.0,99418.0,98152.0,17491.0,987.4,,2742.0,24796.0,1617.7,54626.0,3850.0,,444040.0,6864.0,,31574.0,,2674.0,736.1,228092.0,131348.0,142.0,1058.5,658671.0,13154.0,135018.0,157830.0,8970.0,6706.0,74777.0,1800695.0,368364.0,193619.0,436516.0,9035.0,31747.0,79679.0,26507.0,1175.9,1602.7,2296.7,,38257.0,2139480.0,490263.0,51266.0,44292.0,11330.0,,232076.0,,,,15911.0,464841.0,84723.0,8104.0,26325.0,5341.0,106770.0,182256.0,11812.0,3833.0,1877.3,853095.0,68739.0,53905.0,284805.0,19537.0,640387.0,408298.0,139.53,106499.0,,102258.0,3394009,,12775.0,
2017-10-01,42674.0,105392.0,99826.0,17414.0,1048.9,,2706.0,24843.0,1614.8,56286.0,3879.0,,447828.0,6956.0,,31986.0,,2661.0,762.9,229300.0,131164.0,143.2,1057.0,660786.0,13172.0,135269.0,159052.0,9062.0,6840.0,74601.0,1833386.0,319987.0,271020.0,436516.0,9162.0,32676.0,79767.0,26886.0,1180.9,1602.1,2310.4,,51737.0,2177278.0,693902.0,51668.0,44394.0,11285.0,,232786.0,,,,18142.0,457607.0,85477.0,8124.0,25900.0,5441.0,191076.0,185127.0,11724.0,3821.0,1894.1,853104.0,68653.0,53894.0,284905.0,19646.0,672982.0,385716.0,173.7,143445.0,,102180.0,3424498,,10692.0,
2018-01-01,43606.0,92056.0,101153.0,17540.0,523.3,1374107.0,4746.0,25014.0,1628.0,52924.0,3956.0,3430.0,452103.0,6916.0,95.94,33056.0,,2682.0,756.7,234743.0,130921.0,143.0,1048.6,660714.0,13132.0,135086.0,157960.0,8902.0,6780.0,80645.0,1818576.0,293184.0,146069.0,436516.0,9259.0,33554.0,79716.0,27312.0,1183.1,1607.6,2412.0,,36399.0,2210783.0,534021.0,52309.0,44638.0,11360.0,905375.0,232677.0,5649.0,1510861.0,4694.0,15245.0,494233.0,85962.0,8125.0,26176.0,5389.0,109965.0,185053.0,12075.0,3812.0,1911.6,860339.0,70223.0,54329.0,284988.0,19613.0,593113.0,371488.0,136.49,110689.0,190358.0,101885.0,3431709,41922.0,11904.0,437286.0
2018-04-01,42721.0,97624.0,101375.0,17825.0,659.1,,4744.0,25217.0,1623.3,55350.0,4050.0,,456686.0,7048.0,,33370.0,,2732.0,760.4,236046.0,131312.0,147.3,1062.6,663972.0,13269.0,135563.0,159167.0,8532.0,6857.0,74496.0,1825050.0,387341.0,193534.0,469781.0,9513.0,32630.0,79658.0,27094.0,1189.0,1608.1,2389.1,,39451.0,2223852.0,623569.0,52836.0,44746.0,11531.0,926947.0,232659.0,,,,15709.0,655488.0,87183.0,8145.0,25120.0,5339.0,137655.0,189080.0,11720.0,3817.0,1924.8,867387.0,70427.0,54704.0,287515.0,19696.0,642963.0,384989.0,153.07,119187.0,,101964.0,3456309,,15499.0,
2018-07-01,43399.0,96924.0,102390.0,17659.0,911.9,,4787.0,25191.0,1633.8,55492.0,4062.0,,458262.0,7046.0,,34023.0,,2722.0,742.7,239116.0,131158.0,146.4,1061.5,665114.0,13346.0,135550.0,158780.0,8795.0,6842.0,77263.0,1824224.0,398078.0,205734.0,469781.0,9650.0,33425.0,79569.0,26728.0,1198.9,1609.6,2394.1,,40265.0,2199856.0,500082.0,53199.0,44805.0,11571.0,927592.0,232482.0,,,,15913.0,531757.0,88390.0,8146.0,27281.0,5409.0,117409.0,190503.0,11840.0,3855.0,1935.1,861991.0,71793.0,55110.0,286934.0,19667.0,633450.0,420339.0,147.5,98774.0,,102537.0,3483628,,13207.0,
2018-10-01,43506.0,101214.0,104140.0,17710.0,974.3,,4975.0,25234.0,1636.7,55925.0,4082.0,,461436.0,7118.0,,34581.0,,2701.0,833.1,239247.0,130736.0,150.1,1091.2,667951.0,13342.0,136248.0,159495.0,8650.0,6962.0,78370.0,1794288.0,331283.0,283540.0,469781.0,9493.0,33111.0,79571.0,27296.0,1214.6,1606.8,2411.6,,53915.0,2185948.0,655598.0,53847.0,45163.0,11617.0,1027351.0,233508.0,,,,18625.0,518159.0,89894.0,8185.0,28489.0,5510.0,209196.0,192230.0,12017.0,3901.0,1955.4,862750.0,73450.0,55440.0,287907.0,19686.0,701852.0,394229.0,181.09,137612.0,,103785.0,3488352,,13119.0,
2019-01-01,44342.0,87956.0,105301.0,18052.0,573.2,1558227.0,4750.0,25631.0,1644.5,52718.0,4077.0,3663.0,459393.0,7124.0,94.82,34936.0,,2756.0,826.9,240663.0,131148.0,150.2,1103.2,673923.0,13616.0,136377.0,161580.0,8787.0,6892.0,84261.0,1875679.0,318244.0,153748.0,469781.0,9938.0,33517.0,79648.0,27562.0,1235.8,1611.4,2424.1,,38559.0,2181585.0,584265.0,54710.0,45816.0,11778.0,985809.0,234783.0,,1523005.0,4924.0,15473.0,523615.0,91655.0,8242.0,27612.0,5508.0,113458.0,187972.0,12472.0,3976.0,1957.4,870389.0,74192.0,55685.0,289638.0,19693.0,578256.0,383403.0,144.94,91382.0,204858.0,105264.0,3535387,60440.0,13198.0,461075.0
2019-04-01,44440.0,93382.0,108794.0,17865.0,691.9,,4774.0,25758.0,1646.6,55088.0,4080.0,,459071.0,7189.0,,35457.0,,2772.0,845.4,243415.0,132733.0,,1090.9,675830.0,13506.0,136836.0,161938.0,9125.0,7008.0,77343.0,1907750.0,379819.0,209471.0,461862.0,10021.0,34406.0,79518.0,27608.0,1252.2,1609.1,2445.6,,39460.0,2160652.0,712288.0,55482.0,45858.0,11968.0,928257.0,235068.0,,,,16292.0,697011.0,92658.0,8297.0,28735.0,5464.0,134253.0,191106.0,11895.0,4011.0,1964.3,875018.0,75351.0,55840.0,286805.0,19735.0,628852.0,389448.0,155.51,102663.0,,107139.0,3588929,,,
2019-07-01,44743.0,88666.0,109876.0,18084.0,901.4,,4816.0,25776.0,1642.3,54842.0,4146.0,,462808.0,7318.0,,35651.0,,2812.0,909.0,246805.0,133215.0,,1100.1,680237.0,13578.0,137329.0,164381.0,8764.0,7007.0,82173.0,1927253.0,420439.0,207784.0,461862.0,10249.0,34452.0,79093.0,27423.0,1264.0,1598.8,2481.3,,40413.0,2154780.0,556207.0,55697.0,46236.0,12211.0,948571.0,235629.0,,,,17025.0,575719.0,93892.0,8352.0,29208.0,5544.0,127639.0,197656.0,12135.0,4041.0,1968.5,884300.0,76609.0,55984.0,286932.0,19854.0,661196.0,429802.0,157.31,91297.0,,106851.0,3629001,,,
2019-10-01,44447.0,92993.0,111484.0,17675.0,1176.7,,5002.0,25740.0,1653.7,55974.0,4174.0,,466957.0,6738.0,,36108.0,,2780.0,890.1,242230.0,131396.0,,1110.0,679389.0,13467.0,137537.0,164277.0,8908.0,6710.0,82751.0,1981765.0,347495.0,284959.0,461862.0,10046.0,33599.0,78358.0,27896.0,1271.5,1594.8,2511.0,,54226.0,2165778.0,775724.0,56384.0,46378.0,12436.0,1257270.0,236291.0,,,,19050.0,603522.0,94497.0,8406.0,29414.0,5644.0,181814.0,195153.0,12749.0,4054.0,1979.4,886311.0,78038.0,56203.0,287199.0,20031.0,717161.0,392930.0,183.83,117371.0,,107338.0,3652085,,,
2020-01-01,44718.0,87736.0,114144.0,17818.0,701.9,1588635.0,4773.0,25455.0,1662.4,52655.0,4370.0,4137.0,466398.0,6942.0,85.12,34952.0,,2884.0,914.7,251887.0,131322.0,,1107.1,679622.0,13622.0,132764.0,165755.0,9057.0,7012.0,92184.0,1875553.0,343854.0,159694.0,461862.0,10377.0,31897.0,79767.0,28046.0,1276.3,1581.3,2551.0,,40624.0,2211082.0,619908.0,54479.0,46592.0,12576.0,1052886.0,236840.0,,1679873.0,5720.0,16612.0,560060.0,95673.0,8280.0,29827.0,5591.0,120218.0,202370.0,13267.0,4042.0,2064.8,888229.0,79270.0,56832.0,284433.0,20340.0,598874.0,373675.0,149.21,81821.0,198957.0,103574.0,3691924,87048.0,,466792.0
2020-04-01,44466.0,87929.0,116155.0,17422.0,1038.0,,4608.0,24785.0,1661.0,50754.0,4452.0,,449603.0,6542.0,,34662.0,1213271.0,2869.0,946.7,250823.0,127155.0,,1133.9,660050.0,13430.0,116835.0,165636.0,9022.0,6605.0,84998.0,1917517.0,413195.0,195839.0,,11129.0,34242.0,78093.0,28036.0,1278.0,1570.1,2604.0,11821.0,39709.0,2140178.0,782267.0,54950.0,45604.0,12803.0,2304793.0,225499.0,,,,15838.0,848877.0,96709.0,8020.0,29706.0,5575.0,130660.0,201242.0,14304.0,3762.0,2024.3,884328.0,80050.0,57373.0,277216.0,20502.0,625643.0,396412.0,155.39,99247.0,,84624.0,3768904,,,
2020-07-01,45161.0,86985.0,118916.0,17859.0,1368.8,,4758.0,26532.0,1664.7,52414.0,4442.0,,474621.0,6778.0,,34938.0,1216401.0,2992.0,992.6,251033.0,126667.0,,1144.7,696324.0,13632.0,137997.0,173458.0,9189.0,6789.0,87770.0,1916067.0,310473.0,228165.0,,11358.0,33947.0,79182.0,28201.0,1285.2,1580.0,2678.0,13044.0,43587.0,2138416.0,667695.0,55440.0,47454.0,12983.0,1889405.0,235839.0,,,,17731.0,609090.0,97889.0,8521.0,28408.0,5662.0,129060.0,192799.0,14375.0,4080.0,2052.5,886068.0,80167.0,58221.0,281940.0,20647.0,687004.0,444688.0,160.12,87234.0,,99934.0,3709691,,,
2020-10-01,46051.0,93009.0,119980.0,18274.0,1624.4,,4848.0,26002.0,1699.8,54735.0,4505.0,,481009.0,7101.0,,36519.0,1598286.0,2764.0,1001.1,259804.0,134216.0,,1152.3,701072.0,14108.0,137631.0,174158.0,9309.0,,87399.0,1976378.0,331726.0,290447.0,,11498.0,36378.0,79792.0,28827.0,1300.9,1580.6,2683.0,14791.0,55801.0,2144989.0,,56181.0,47471.0,13251.0,1409721.0,238704.0,,,,23455.0,633848.0,99352.0,8592.0,28342.0,5763.0,195608.0,196368.0,14010.0,4101.0,2049.5,890040.0,79834.0,59256.0,283831.0,20875.0,745701.0,402524.0,190.69,122252.0,,104835.0,3691493,,,
2021-01-01,48193.0,87311.0,120343.0,18600.0,887.9,1697889.0,4658.0,26241.0,1689.9,51554.0,4374.0,7394.0,487907.0,7358.0,108.66,37527.0,1517645.0,2777.0,1031.2,251273.0,135315.0,,1176.6,700286.0,14186.0,137099.0,170784.0,9222.0,,99635.0,1959103.0,424730.0,163833.0,,11700.0,32837.0,80000.0,28928.0,1313.4,1592.6,2742.0,9208.0,43448.0,2142190.0,,58031.0,48203.0,13551.0,1004813.0,238158.0,,,,17708.0,650700.0,100477.0,8495.0,28900.0,5733.0,121965.0,205069.0,14325.0,4158.0,2149.1,884835.0,81092.0,59646.0,289151.0,21194.0,627676.0,377355.0,147.02,84618.0,222378.0,105864.0,3743069,100789.0,,
2021-04-01,49429.0,93103.0,122026.0,19263.0,958.0,,4639.0,26678.0,1735.0,54883.0,4385.0,,491742.0,7603.0,,38376.0,,3094.0,1039.2,251756.0,136771.0,,1168.6,710439.0,14159.0,137680.0,176266.0,9258.0,,88557.0,1928646.0,379485.0,212084.0,,11884.0,34918.0,79919.0,29396.0,1325.8,1597.7,2778.0,,44201.0,2181390.0,,58871.0,49413.0,13730.0,1070299.0,241617.0,,,,18180.0,814245.0,101731.0,8768.0,29304.0,5803.0,132664.0,198738.0,14439.0,4198.0,2157.4,889515.0,84291.0,59959.0,290580.0,21282.0,638643.0,399002.0,161.48,102321.0,,114096.0,3701847,,,
2021-07-01,47916.0,94735.0,126151.0,19469.0,1032.5,,4728.0,27465.0,1731.8,55603.0,4553.0,,494208.0,7833.0,,39471.0,,2918.0,1015.7,263341.0,132461.0,,1181.9,716133.0,14257.0,141840.0,176519.0,9431.0,,93608.0,1966384.0,325630.0,229749.0,,11684.0,35413.0,80196.0,29247.0,1335.7,1603.6,2772.0,,44707.0,2134913.0,,59523.0,49238.0,13917.0,1142918.0,246001.0,,,,19340.0,693780.0,102967.0,8877.0,28744.0,5808.0,130445.0,211246.0,14495.0,4161.0,2180.7,894942.0,85348.0,60098.0,289986.0,21349.0,712405.0,455726.0,173.81,89257.0,,115146.0,3688204,,,
2021-10-01,48221.0,102968.0,127307.0,19504.0,1277.9,,4827.0,27708.0,1722.6,57304.0,4546.0,,498773.0,8294.0,,39548.0,,3059.0,1060.5,260921.0,138775.0,,1183.4,720956.0,14322.0,142977.0,176608.0,9436.0,,91249.0,1971860.0,329449.0,305654.0,,11984.0,38494.0,81041.0,29344.0,1335.9,1606.6,2791.0,,58911.0,2125121.0,,60533.0,49640.0,14456.0,1173404.0,244894.0,,,,22125.0,683980.0,104259.0,8779.0,31445.0,5899.0,195152.0,209862.0,14726.0,4138.0,2203.6,896953.0,86446.0,59766.0,290344.0,21273.0,779662.0,444596.0,194.23,123762.0,,116404.0,3685796,,,
2022-01-01,46383.0,91690.0,130707.0,19370.0,653.5,1803863.0,4607.0,28015.0,1732.6,53624.0,4564.0,,505107.0,8232.0,93.56,39716.0,,2967.0,1048.4,255531.0,136561.0,,1172.8,722283.0,14093.0,143559.0,178515.0,9449.0,,105617.0,2047492.0,445830.0,153026.0,,12068.0,33536.0,81407.0,29680.0,1341.8,1601.8,2824.0,,46434.0,2143992.0,,60056.0,49425.0,14656.0,905224.0,243244.0,,,,18888.0,675243.0,105027.0,8870.0,29101.0,5814.0,126813.0,210670.0,13768.0,4064.0,2203.1,905316.0,86413.0,59666.0,288372.0,21165.0,628666.0,407310.0,153.89,,205320.0,117600.0,3658819,,,
2022-04-01,45793.0,97917.0,129592.0,19293.0,801.3,,4592.0,28317.0,1737.6,55886.0,4809.0,,506158.0,8337.0,,40656.0,,2991.0,1070.8,255892.0,130241.0,,1173.5,720706.0,13785.0,142840.0,179216.0,9575.0,,99456.0,2007612.0,416509.0,202300.0,,12338.0,33988.0,80679.0,29852.0,1357.2,1612.2,2833.0,,45223.0,2163471.0,,61751.0,49687.0,14665.0,1003616.0,244339.0,,,,17856.0,904956.0,105497.0,8816.0,28784.0,5990.0,147789.0,208553.0,14613.0,3977.0,2138.6,897410.0,,58916.0,288805.0,21068.0,689477.0,409494.0,163.63,,,114550.0,3641161,,,
2022-07-01,46363.0,95073.0,129647.0,18925.0,977.4,,4744.0,28169.0,1753.9,57074.0,4683.0,,512764.0,8278.0,,38363.0,,3039.0,1085.7,259000.0,130321.0,,1184.5,719905.0,14129.0,143312.0,176758.0,9630.0,,98341.0,1993909.0,336707.0,224004.0,,12521.0,35337.0,80655.0,29361.0,1374.0,1602.5,2871.0,,47596.0,2179219.0,,60906.0,49978.0,14699.0,1035661.0,245572.0,,,,19041.0,700083.0,105465.0,8825.0,28219.0,6003.0,147215.0,204699.0,14207.0,3940.0,2150.4,901826.0,,59757.0,291218.0,21075.0,736728.0,448908.0,181.22,,,115094.0,3666982,,,
